encoder,norm_mode,space,projection,N,metric,recall_proto,recall_1nn,proto_advantage,mean_lcomp,centroid_top1,centroid_top5,centroid_top10,centroid_top20,exemplar_top1,exemplar_top5,exemplar_top10,exemplar_top20,mean_proto_rank,median_proto_rank,p90_proto_rank,mean_exemplar_rank,median_exemplar_rank,p90_exemplar_rank,linear_probe_svc,linear_probe_lr,margin_p1,margin_p5,margin_p10,margin_p25,margin_p50,margin_p75,margin_p90,z_score,distortion_mean,distortion_median,distortion_p95
all-MiniLM-L6-v2,raw,proj_128d,random,400,L1,0.4825,0.485,-0.0025000000000000022,1.041549301147461,0.4825,0.8725,0.9525,0.9725,0.485,0.9025,0.9475,0.9875,3.085,1.0,5.0,2.095,1.0,4.0,0.0025,0.0025,-3.9842128753662106e-05,-2.4381279945373536e-05,-1.8846988677978515e-05,-7.867813110351562e-06,-2.682209014892578e-07,7.972121238708496e-06,2.2542476654052737e-05,2.8485597912498912,0.9999871336859187,0.9999873638153076,0.999989926815033
all-MiniLM-L6-v2,raw,proj_128d,random,400,L2,0.0025,0.0025,0.0,0.0,0.0025,0.0125,0.025,0.05,0.0025,0.0125,0.025,0.05,199.125,199.5,358.1,199.5,199.5,359.1,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020581701592301965,0.9999871336859187,0.9999873638153076,0.999989926815033
all-MiniLM-L6-v2,raw,proj_128d,random,400,Cosine,0.005,0.005,0.0,1.6733067406713962,0.005,0.02,0.025,0.04,0.005,0.015,0.0225,0.05,250.9725,282.0,377.1,238.43,265.0,382.30000000000007,0.0025,0.0025,-6.556510925292969e-07,-5.364418029785156e-07,-4.76837158203125e-07,-4.172325134277344e-07,-3.5762786865234375e-07,-2.980232238769531e-07,-1.7881393432617188e-07,2.8985042199587765,0.9999871336859187,0.9999873638153076,0.999989926815033
all-MiniLM-L6-v2,raw,proj_128d,svd,400,L1,0.5625,0.5625,0.0,1.0186431568861007,0.5625,0.9975,1.0,1.0,0.5625,0.9975,1.0,1.0,0.5475,0.0,1.0,0.535,0.0,1.0,0.5375,0.5625,-0.893474416732788,-0.4678406953811646,-0.2944649219512939,-0.11028683185577393,0.03598427772521973,0.30974817276000977,1.7076783895492555,4.193478938030776,0.579316263469593,0.5909305810928345,0.6329182714223861
all-MiniLM-L6-v2,raw,proj_128d,svd,400,L2,0.5625,0.5625,0.0,1.000490521490574,0.5625,1.0,1.0,1.0,0.5625,1.0,1.0,1.0,0.5425,0.0,1.0,0.5325,0.0,1.0,0.5375,0.5625,-0.08752668857574462,-0.048826998472213744,-0.037836605310440065,-0.018450923264026642,0.006780564785003662,0.040312260389328,0.23709328174591068,3.2540276942224073,0.579316263469593,0.5909305810928345,0.6329182714223861
all-MiniLM-L6-v2,raw,proj_128d,svd,400,Cosine,0.5625,0.5625,0.0,1.1165384164452552,0.5625,0.9975,1.0,1.0,0.5625,1.0,1.0,1.0,0.545,0.0,1.0,0.5325,0.0,1.0,0.5375,0.5625,-0.06925879955291749,-0.045228776335716245,-0.034874570369720456,-0.015040397644042969,0.004480093717575073,0.039237722754478455,0.19062988758087165,2.689340593530056,0.579316263469593,0.5909305810928345,0.6329182714223861
all-MiniLM-L6-v2,raw,proj_256d,random,400,L1,0.5275,0.5225,0.0050000000000000044,1.005828250348568,0.5275,0.9575,0.99,0.9975,0.5225,0.95,0.985,0.9975,1.005,0.0,2.0,1.155,0.0,3.0,0.45,0.3225,-0.14014030396938323,-0.09995820820331573,-0.07912515997886657,-0.03720855712890625,0.004562795162200928,0.061058446764945984,0.15049981474876403,3.090678726182983,0.9185481217278427,0.9192322194576263,0.933780723810196
all-MiniLM-L6-v2,raw,proj_256d,random,400,L2,0.4475,0.45,-0.0025000000000000022,1.0237349560856819,0.4475,0.8525,0.9025,0.95,0.45,0.8525,0.925,0.9625,8.9025,1.0,9.0,2.9325,1.0,7.100000000000023,0.45,0.3225,-0.060683262795209886,-0.019066478312015533,-0.01355002149939537,-0.0076208095997571945,-0.0010982006788253784,0.005049420520663261,0.014111486077308655,2.413164812190173,0.9185481217278427,0.9192322194576263,0.933780723810196
all-MiniLM-L6-v2,raw,proj_256d,random,400,Cosine,0.45,0.445,0.0050000000000000044,1.0614462339878081,0.45,0.85,0.895,0.9525,0.445,0.8525,0.925,0.9625,9.01,1.0,10.0,3.0375,1.0,7.0,0.45,0.3225,-3.403663635253906e-05,-9.006261825561523e-06,-5.841255187988281e-06,-3.2335519790649414e-06,-3.5762786865234375e-07,1.8477439880371094e-06,5.245208740234375e-06,1.7366449967712476,0.9185481217278427,0.9192322194576263,0.933780723810196
all-MiniLM-L6-v2,raw,proj_256d,svd,400,L1,0.5625,0.5625,0.0,1.0102554582059384,0.5625,1.0,1.0,1.0,0.5625,0.9975,1.0,1.0,0.545,0.0,1.0,0.54,0.0,1.0,0.54,0.5625,-0.8600502443313599,-0.4904724836349487,-0.3241958141326904,-0.12382841110229492,0.03686165809631348,0.32478010654449463,1.7133397579193117,3.8008916953747307,0.5226103297139836,0.5372774004936218,0.5886435866355896
all-MiniLM-L6-v2,raw,proj_256d,svd,400,L2,0.5625,0.5625,0.0,0.9990125839412213,0.5625,0.9975,1.0,1.0,0.5625,1.0,1.0,1.0,0.545,0.0,1.0,0.535,0.0,1.0,0.54,0.5625,-0.0724449509382248,-0.04144441783428192,-0.034967553615570066,-0.017118588089942932,0.0065402984619140625,0.036186665296554565,0.210144716501236,3.2421161235281404,0.5226103297139836,0.5372774004936218,0.5886435866355896
all-MiniLM-L6-v2,raw,proj_256d,svd,400,Cosine,0.5625,0.5625,0.0,1.0841961659491062,0.5625,0.9975,1.0,1.0,0.5625,1.0,1.0,1.0,0.545,0.0,1.0,0.5325,0.0,1.0,0.54,0.5625,-0.0625731635093689,-0.04188869893550873,-0.03436154127120972,-0.015677526593208313,0.004936873912811279,0.03761143982410431,0.1805692791938782,2.692153825037593,0.5226103297139836,0.5372774004936218,0.5886435866355896
all-MiniLM-L6-v2,l2_normalized,raw,none,400,L1,0.5625,0.5625,0.0,0.9964742071926593,0.5625,0.9975,1.0,1.0,0.5625,1.0,1.0,1.0,0.5425,0.0,1.0,0.5325,0.0,1.0,0.5425,0.5625,-1.0558604335784911,-0.6548925399780273,-0.5462407112121582,-0.2888643741607666,0.08086776733398438,0.5815412998199463,3.2223978996276856,3.242558672918726,0.0,0.0,0.0
all-MiniLM-L6-v2,l2_normalized,raw,none,400,L2,0.5625,0.5625,0.0,0.9982593782246113,0.5625,1.0,1.0,1.0,0.5625,1.0,1.0,1.0,0.5425,0.0,1.0,0.535,0.0,1.0,0.5425,0.5625,-0.06901679873466492,-0.039297637343406674,-0.03381836414337158,-0.016139894723892212,0.0062701404094696045,0.03541889786720276,0.20393922328948977,3.2388094305214508,0.0,0.0,0.0
all-MiniLM-L6-v2,l2_normalized,raw,none,400,Cosine,0.5625,0.5625,0.0,1.0656821896135806,0.5625,0.9975,1.0,1.0,0.5625,1.0,1.0,1.0,0.5425,0.0,1.0,0.535,0.0,1.0,0.5425,0.5625,-0.0506465208530426,-0.028386169672012327,-0.023017799854278563,-0.010854646563529968,0.0035431087017059326,0.024471327662467957,0.1414595365524292,2.5907144847864294,0.0,0.0,0.0
all-MiniLM-L6-v2,l2_normalized,proj_128d,random,400,L1,0.4825,0.485,-0.0025000000000000022,1.0415505081415177,0.4825,0.8725,0.9525,0.9725,0.485,0.9025,0.9475,0.9875,3.085,1.0,5.0,2.095,1.0,4.0,0.0025,0.0025,-3.9842128753662106e-05,-2.4381279945373536e-05,-1.8846988677978515e-05,-7.867813110351562e-06,-2.682209014892578e-07,7.972121238708496e-06,2.2542476654052737e-05,2.8485594494853954,0.9999871336859187,0.9999873638153076,0.999989926815033
all-MiniLM-L6-v2,l2_normalized,proj_128d,random,400,L2,0.0025,0.0025,0.0,0.0,0.0025,0.0125,0.025,0.05,0.0025,0.0125,0.025,0.05,199.125,199.5,358.1,199.5,199.5,359.1,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020581705374678964,0.9999871336859187,0.9999873638153076,0.999989926815033
all-MiniLM-L6-v2,l2_normalized,proj_128d,random,400,Cosine,0.005,0.005,0.0,1.6733067406713962,0.005,0.02,0.025,0.04,0.005,0.015,0.0225,0.05,250.9725,282.0,377.1,238.43,265.0,382.30000000000007,0.0025,0.0025,-6.556510925292969e-07,-5.364418029785156e-07,-4.76837158203125e-07,-4.172325134277344e-07,-3.5762786865234375e-07,-2.980232238769531e-07,-1.7881393432617188e-07,2.8985042199587765,0.9999871336859187,0.9999873638153076,0.999989926815033
all-MiniLM-L6-v2,l2_normalized,proj_128d,svd,400,L1,0.5625,0.5625,0.0,1.0186635890603066,0.5625,0.9975,1.0,1.0,0.5625,0.9975,1.0,1.0,0.5475,0.0,1.0,0.535,0.0,1.0,0.5375,0.5625,-0.8923061656951904,-0.46846158504486085,-0.29471569061279296,-0.11016130447387695,0.03614473342895508,0.3097587823867798,1.708249592781067,4.193358800205114,0.579318321678506,0.5909143090248108,0.6329365998506545
all-MiniLM-L6-v2,l2_normalized,proj_128d,svd,400,L2,0.5625,0.5625,0.0,1.0004898738861083,0.5625,1.0,1.0,1.0,0.5625,1.0,1.0,1.0,0.5425,0.0,1.0,0.5325,0.0,1.0,0.5375,0.5625,-0.08752745985984803,-0.04882726669311523,-0.037836939096450806,-0.01845170557498932,0.006780937314033508,0.04031224548816681,0.23709196448326114,3.254025402368834,0.579318321678506,0.5909143090248108,0.6329365998506545
all-MiniLM-L6-v2,l2_normalized,proj_128d,svd,400,Cosine,0.5625,0.5625,0.0,1.1165363989770412,0.5625,0.9975,1.0,1.0,0.5625,1.0,1.0,1.0,0.545,0.0,1.0,0.5325,0.0,1.0,0.5375,0.5625,-0.06925991475582123,-0.045229372382164,-0.03487473726272582,-0.015040531754493713,0.004480123519897461,0.03923735022544861,0.1906307041645051,2.6893395576418317,0.579318321678506,0.5909143090248108,0.6329365998506545
all-MiniLM-L6-v2,l2_normalized,proj_256d,random,400,L1,0.5275,0.5225,0.0050000000000000044,1.0058282701671124,0.5275,0.9575,0.99,0.9975,0.5225,0.95,0.985,0.9975,1.005,0.0,2.0,1.155,0.0,3.0,0.45,0.3225,-0.14013965725898742,-0.09995712339878082,-0.07912498116493225,-0.037208810448646545,0.0045632123947143555,0.06105852127075195,0.15050023794174194,3.090678540281866,0.9185481594466399,0.9192322790622711,0.9337807327508926
all-MiniLM-L6-v2,l2_normalized,proj_256d,random,400,L2,0.4475,0.45,-0.0025000000000000022,1.0238248085975648,0.4475,0.8525,0.9025,0.95,0.45,0.8525,0.925,0.9625,8.9075,1.0,9.0,2.9325,1.0,7.100000000000023,0.45,0.3225,-0.06068350166082382,-0.01906597577035427,-0.013605255633592606,-0.0076208095997571945,-0.001049000769853592,0.005049420520663261,0.014114254713058473,2.413236346572829,0.9185481594466399,0.9192322790622711,0.9337807327508926
all-MiniLM-L6-v2,l2_normalized,proj_256d,random,400,Cosine,0.45,0.445,0.0050000000000000044,1.0614334541559218,0.45,0.85,0.8975,0.9525,0.445,0.8525,0.925,0.9625,9.005,1.0,10.0,3.0375,1.0,7.0,0.45,0.3225,-3.409624099731445e-05,-9.122490882873536e-06,-5.84721565246582e-06,-3.2186508178710938e-06,-3.5762786865234375e-07,1.8477439880371094e-06,5.245208740234375e-06,1.7366924753287476,0.9185481594466399,0.9192322790622711,0.9337807327508926
all-MiniLM-L6-v2,l2_normalized,proj_256d,svd,400,L1,0.5625,0.5625,0.0,1.0102697740495206,0.5625,1.0,1.0,1.0,0.5625,0.9975,1.0,1.0,0.545,0.0,1.0,0.54,0.0,1.0,0.54,0.5625,-0.8604832935333252,-0.49043474197387693,-0.3243113040924072,-0.1242913007736206,0.037169456481933594,0.324975848197937,1.7148656368255617,3.8007802522318292,0.5226124293688478,0.5372673869132996,0.5886545121669768
all-MiniLM-L6-v2,l2_normalized,proj_256d,svd,400,L2,0.5625,0.5625,0.0,0.9990120539069176,0.5625,0.9975,1.0,1.0,0.5625,1.0,1.0,1.0,0.545,0.0,1.0,0.535,0.0,1.0,0.54,0.5625,-0.07244530439376831,-0.041444823145866394,-0.034967768192291256,-0.017118558287620544,0.006540179252624512,0.03618690371513367,0.21014574170112615,3.2421138835681664,0.5226124293688478,0.5372673869132996,0.5886545121669768
all-MiniLM-L6-v2,l2_normalized,proj_256d,svd,400,Cosine,0.5625,0.5625,0.0,1.0841945393383503,0.5625,0.9975,1.0,1.0,0.5625,1.0,1.0,1.0,0.545,0.0,1.0,0.5325,0.0,1.0,0.54,0.5625,-0.0625732797384262,-0.04188907444477081,-0.03436167240142822,-0.015676885843276978,0.004936903715133667,0.03761172294616699,0.1805715620517731,2.692152828743107,0.5226124293688478,0.5372673869132996,0.5886545121669768
all-MiniLM-L6-v2,raw,raw,none,800,L1,0.28125,0.28125,0.0,0.9958334048092365,0.28125,0.97375,1.0,1.0,0.28125,0.975,1.0,1.0,1.485,1.0,3.0,1.48,1.0,3.0,0.23125,-1.0,-1.2715631580352784,-0.9110573291778564,-0.6946512222290039,-0.46027064323425293,-0.20191097259521484,0.03556227684020996,0.2333285331726075,3.4516788651620485,0.0,0.0,0.0
all-MiniLM-L6-v2,raw,raw,none,800,L2,0.28125,0.28125,0.0,0.9970746981352567,0.28125,0.975,1.0,1.0,0.28125,0.9775,1.0,1.0,1.48,1.0,3.0,1.47375,1.0,3.0,0.23125,-1.0,-0.07069822311401366,-0.05228953361511231,-0.041420257091522215,-0.027072086930274963,-0.011835291981697083,0.0013585686683654785,0.01244236826896668,3.441962762137337,0.0,0.0,0.0
all-MiniLM-L6-v2,raw,raw,none,800,Cosine,0.28125,0.28125,0.0,1.0621680115163326,0.28125,0.97625,1.0,1.0,0.28125,0.9775,1.0,1.0,1.48,1.0,3.0,1.47375,1.0,3.0,0.23125,-1.0,-0.05789523839950562,-0.037584972381591794,-0.02834973335266113,-0.017692819237709045,-0.007733643054962158,0.001061081886291504,0.00795969367027283,2.7087834633258283,0.0,0.0,0.0
all-MiniLM-L6-v2,raw,proj_128d,random,800,L1,0.26,0.255,0.0050000000000000044,1.0414361824095248,0.26,0.80125,0.88625,0.9475,0.255,0.785,0.895,0.955,6.1475,2.0,11.0,4.48875,2.0,10.0,0.01,-1.0,-5.097508430480957e-05,-3.0347704887390135e-05,-2.4205446243286134e-05,-1.3709068298339844e-05,-5.364418029785156e-06,2.980232238769531e-07,4.887580871582031e-06,3.0213747402272353,0.9999873033998775,0.9999874830245972,0.999989926815033
all-MiniLM-L6-v2,raw,proj_128d,random,800,L2,0.00125,0.00125,0.0,0.0,0.00125,0.00625,0.0125,0.025,0.00125,0.00625,0.0125,0.025,398.62,398.0,717.2,399.5,399.5,719.1,0.01,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011102810924333555,0.9999873033998775,0.9999874830245972,0.999989926815033
all-MiniLM-L6-v2,raw,proj_128d,random,800,Cosine,0.00375,0.0025,0.0012499999999999998,1.6716849828511477,0.00375,0.01,0.01375,0.02375,0.0025,0.01125,0.015,0.0325,511.09125,570.0,764.2,483.4875,541.0,768.1,0.01,-1.0,-6.556510925292969e-07,-5.364418029785156e-07,-5.364418029785156e-07,-4.172325134277344e-07,-3.5762786865234375e-07,-2.980232238769531e-07,-2.384185791015625e-07,3.0832718628761615,0.9999873033998775,0.9999874830245972,0.999989926815033
all-MiniLM-L6-v2,raw,proj_128d,svd,800,L1,0.28125,0.28125,0.0,1.0035467701405287,0.28125,0.97375,0.99875,1.0,0.28125,0.97625,0.99875,1.0,1.4925,1.0,3.0,1.48125,1.0,3.0,0.25375,-1.0,-0.7826271390914917,-0.5695114612579345,-0.42280128002166745,-0.26789307594299316,-0.12072396278381348,0.012820184230804443,0.12356710433959972,4.663112174102014,0.5751415488123297,0.585685133934021,0.626666134595871
all-MiniLM-L6-v2,raw,proj_128d,svd,800,L2,0.28125,0.28125,0.0,0.9975025065243244,0.28125,0.97375,1.0,1.0,0.28125,0.97625,1.0,1.0,1.48375,1.0,3.0,1.47125,1.0,3.0,0.25375,-1.0,-0.08647842615842818,-0.05838159322738647,-0.04528231024742126,-0.03071480244398117,-0.013222619891166687,0.0019451603293418884,0.013299211859703066,3.4469852329619477,0.5751415488123297,0.585685133934021,0.626666134595871
all-MiniLM-L6-v2,raw,proj_128d,svd,800,Cosine,0.28125,0.28125,0.0,1.114561662375927,0.28125,0.975,1.0,1.0,0.28125,0.97625,1.0,1.0,1.48125,1.0,3.0,1.47,1.0,3.0,0.25375,-1.0,-0.07720962643623352,-0.05362415015697479,-0.040740829706192014,-0.024396762251853943,-0.011147856712341309,0.0013961941003799438,0.010824221372604376,2.811832898270452,0.5751415488123297,0.585685133934021,0.626666134595871
all-MiniLM-L6-v2,raw,proj_256d,random,800,L1,0.2675,0.26625,0.0012500000000000289,1.0084289464354514,0.2675,0.88125,0.95125,0.985,0.26625,0.855,0.9525,0.985,2.5725,1.0,5.0,2.655,1.0,6.0,0.2325,-1.0,-0.22250127971172332,-0.12776583433151245,-0.0999730110168457,-0.055268749594688416,-0.02151748538017273,0.002070873975753784,0.02293426394462586,3.2210500509238993,0.9178838421640741,0.9185405969619751,0.9338782906532288
all-MiniLM-L6-v2,raw,proj_256d,random,800,L2,0.23375,0.23,0.0037500000000000033,1.0205869008600712,0.23375,0.745,0.85125,0.91875,0.23,0.72,0.84625,0.91625,14.0075,2.0,15.0,6.93125,2.0,15.0,0.2325,-1.0,-0.053807154297828674,-0.02454479970037937,-0.017867710441350937,-0.010400552302598953,-0.0041377246379852295,-0.0004058796912431717,0.003049442172050477,2.4785888834891447,0.9178838421640741,0.9185405969619751,0.9338782906532288
all-MiniLM-L6-v2,raw,proj_256d,random,800,Cosine,0.235,0.23,0.004999999999999977,1.0536507937312125,0.235,0.74125,0.855,0.91625,0.23,0.725,0.84375,0.91,14.195,2.0,15.100000000000023,7.1175,2.0,16.0,0.2325,-1.0,-3.030717372894287e-05,-1.1324882507324219e-05,-7.575750350952148e-06,-4.112720489501953e-06,-1.4901161193847656e-06,-1.1920928955078125e-07,9.596347808837904e-07,1.7720414190807436,0.9178838421640741,0.9185405969619751,0.9338782906532288
all-MiniLM-L6-v2,raw,proj_256d,svd,800,L1,0.28125,0.28125,0.0,1.0013696905225515,0.28125,0.975,0.9975,1.0,0.28125,0.97625,0.99875,0.99875,1.5025,1.0,3.0,1.4975,1.0,3.0,0.1975,-1.0,-0.8991789531707763,-0.6278836965560912,-0.4530221462249756,-0.296583890914917,-0.12847232818603516,0.017311811447143555,0.1342693328857422,4.280940590446711,0.5143277721062591,0.5280307531356812,0.5793080270290375
all-MiniLM-L6-v2,raw,proj_256d,svd,800,L2,0.28125,0.28125,0.0,0.9978549177199603,0.28125,0.975,1.0,1.0,0.28125,0.9775,1.0,1.0,1.48,1.0,3.0,1.475,1.0,3.0,0.1975,-1.0,-0.07404806435108184,-0.053500828146934507,-0.04236648082733154,-0.027809113264083862,-0.012214690446853638,0.0011828690767288208,0.012612611055374152,3.444231942333758,0.5143277721062591,0.5280307531356812,0.5793080270290375
all-MiniLM-L6-v2,raw,proj_256d,svd,800,Cosine,0.28125,0.28125,0.0,1.0853206034749747,0.28125,0.975,1.0,1.0,0.28125,0.9775,1.0,1.0,1.48375,1.0,3.0,1.47125,1.0,3.0,0.1975,-1.0,-0.07442617893218995,-0.052076098322868344,-0.04084302186965942,-0.024470984935760498,-0.011368423700332642,0.0011905878782272339,0.011443412303924571,2.820467882519903,0.5143277721062591,0.5280307531356812,0.5793080270290375
all-MiniLM-L6-v2,l2_normalized,raw,none,800,L1,0.28125,0.28125,0.0,0.9958334059268236,0.28125,0.97375,1.0,1.0,0.28125,0.975,1.0,1.0,1.485,1.0,3.0,1.48,1.0,3.0,0.23125,-1.0,-1.2715631484985352,-0.9110564231872559,-0.6946513175964355,-0.4602701663970947,-0.20191097259521484,0.03556227684020996,0.2333285331726075,3.4516788661487414,0.0,0.0,0.0
all-MiniLM-L6-v2,l2_normalized,raw,none,800,L2,0.28125,0.28125,0.0,0.9970747096836567,0.28125,0.975,1.0,1.0,0.28125,0.9775,1.0,1.0,1.48,1.0,3.0,1.47375,1.0,3.0,0.23125,-1.0,-0.07069816350936889,-0.05228964388370514,-0.041420269012451175,-0.027072042226791382,-0.011835440993309021,0.0013584643602371216,0.012442380189895635,3.4419627783908,0.0,0.0,0.0
all-MiniLM-L6-v2,l2_normalized,raw,none,800,Cosine,0.28125,0.28125,0.0,1.0621680077910423,0.28125,0.97625,1.0,1.0,0.28125,0.9775,1.0,1.0,1.48,1.0,3.0,1.47375,1.0,3.0,0.23125,-1.0,-0.05789518117904663,-0.03758496940135956,-0.02834973335266113,-0.017692863941192627,-0.007733643054962158,0.001061171293258667,0.007959753274917606,2.708783460017837,0.0,0.0,0.0
all-MiniLM-L6-v2,l2_normalized,proj_128d,random,800,L1,0.26,0.255,0.0050000000000000044,1.0414355210214854,0.26,0.80125,0.88625,0.9475,0.255,0.785,0.895,0.955,6.1475,2.0,11.0,4.48875,2.0,10.0,0.0075,-1.0,-5.097508430480957e-05,-3.0347704887390135e-05,-2.4205446243286134e-05,-1.3709068298339844e-05,-5.364418029785156e-06,2.980232238769531e-07,4.887580871582031e-06,3.0213686314045547,0.9999873033998775,0.9999874830245972,0.999989926815033
all-MiniLM-L6-v2,l2_normalized,proj_128d,random,800,L2,0.00125,0.00125,0.0,0.0,0.00125,0.00625,0.0125,0.025,0.00125,0.00625,0.0125,0.025,398.62,398.0,717.2,399.5,399.5,719.1,0.0075,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011102812964909914,0.9999873033998775,0.9999874830245972,0.999989926815033
all-MiniLM-L6-v2,l2_normalized,proj_128d,random,800,Cosine,0.00375,0.0025,0.0012499999999999998,1.6716849828511477,0.00375,0.01,0.01375,0.02375,0.0025,0.01125,0.015,0.0325,511.095,570.0,764.2,483.4875,541.0,768.1,0.0075,-1.0,-6.556510925292969e-07,-5.364418029785156e-07,-5.364418029785156e-07,-4.172325134277344e-07,-3.5762786865234375e-07,-2.980232238769531e-07,-2.384185791015625e-07,3.0832731572722345,0.9999873033998775,0.9999874830245972,0.999989926815033
all-MiniLM-L6-v2,l2_normalized,proj_128d,svd,800,L1,0.28125,0.28125,0.0,1.0035356154292823,0.28125,0.97375,0.99875,1.0,0.28125,0.97625,0.99875,1.0,1.4925,1.0,3.0,1.48125,1.0,3.0,0.25375,-1.0,-0.7824985408782958,-0.5692188024520873,-0.4228634834289551,-0.2677046060562134,-0.12077975273132324,0.01289910078048706,0.12361483573913586,4.663071944483175,0.5751412047651153,0.5856807827949524,0.6266660392284393
all-MiniLM-L6-v2,l2_normalized,proj_128d,svd,800,L2,0.28125,0.28125,0.0,0.9975026340037584,0.28125,0.97375,1.0,1.0,0.28125,0.97625,1.0,1.0,1.48375,1.0,3.0,1.47125,1.0,3.0,0.25375,-1.0,-0.08648050040006637,-0.05838336944580078,-0.04528244733810425,-0.030715197324752808,-0.013222277164459229,0.0019458457827568054,0.013299643993377687,3.4469662520076305,0.5751412047651153,0.5856807827949524,0.6266660392284393
all-MiniLM-L6-v2,l2_normalized,proj_128d,svd,800,Cosine,0.28125,0.28125,0.0,1.114562338590622,0.28125,0.975,1.0,1.0,0.28125,0.97625,1.0,1.0,1.48125,1.0,3.0,1.47,1.0,3.0,0.25375,-1.0,-0.07720739960670471,-0.053623124957084656,-0.040741670131683345,-0.02439752221107483,-0.011147618293762207,0.001396968960762024,0.010823458433151252,2.8118016090016873,0.5751412047651153,0.5856807827949524,0.6266660392284393
all-MiniLM-L6-v2,l2_normalized,proj_256d,random,800,L1,0.2675,0.26625,0.0012500000000000289,1.0084289791435004,0.2675,0.88125,0.95125,0.985,0.26625,0.855,0.9525,0.985,2.5725,1.0,5.0,2.655,1.0,6.0,0.2325,-1.0,-0.2225016325712204,-0.1277662932872772,-0.09997178912162781,-0.05526900291442871,-0.021517068147659302,0.0020708441734313965,0.02293447852134705,3.221049880220341,0.9178838783632542,0.9185404777526855,0.9338782966136933
all-MiniLM-L6-v2,l2_normalized,proj_256d,random,800,L2,0.23375,0.23,0.0037500000000000033,1.0205952433496714,0.23375,0.745,0.8525,0.91875,0.23,0.72125,0.84625,0.91625,14.0075,2.0,15.0,6.93125,2.0,15.0,0.2325,-1.0,-0.05380670294165611,-0.02454479970037937,-0.017848867177963256,-0.010420721024274826,-0.0041353739798069,-0.0004058796912431717,0.0028715096414089233,2.478615003049133,0.9178838783632542,0.9185404777526855,0.9338782966136933
all-MiniLM-L6-v2,l2_normalized,proj_256d,random,800,Cosine,0.235,0.23125,0.0037499999999999756,1.0536660291999578,0.235,0.74,0.855,0.91625,0.23125,0.7225,0.84375,0.91,14.195,2.0,15.100000000000023,7.1225,2.0,16.0,0.2325,-1.0,-3.0306577682495116e-05,-1.1324882507324219e-05,-7.62939453125e-06,-4.112720489501953e-06,-1.4901161193847656e-06,-1.1920928955078125e-07,9.596347808837904e-07,1.7719769802163339,0.9178838783632542,0.9185404777526855,0.9338782966136933
all-MiniLM-L6-v2,l2_normalized,proj_256d,svd,800,L1,0.28125,0.28125,0.0,1.0013662714511156,0.28125,0.975,0.9975,1.0,0.28125,0.97625,0.99875,0.99875,1.5025,1.0,3.0,1.49875,1.0,3.0,0.1975,-1.0,-0.89899742603302,-0.6280840396881103,-0.45266108512878417,-0.2964663505554199,-0.12831854820251465,0.01743340492248535,0.13408346176147462,4.2809044540248165,0.5143274257459219,0.5280041098594666,0.5793080806732178
