encoder,norm_mode,space,projection,N,metric,recall_proto,recall_1nn,proto_advantage,mean_lcomp,centroid_top1,centroid_top5,centroid_top10,centroid_top20,exemplar_top1,exemplar_top5,exemplar_top10,exemplar_top20,mean_proto_rank,median_proto_rank,p90_proto_rank,mean_exemplar_rank,median_exemplar_rank,p90_exemplar_rank,linear_probe_svc,linear_probe_lr,margin_p1,margin_p5,margin_p10,margin_p25,margin_p50,margin_p75,margin_p90,z_score,distortion_mean,distortion_median,distortion_p95
all-MiniLM-L6-v2,raw,raw,none,1600,L2,0.140625,0.140625,0.0,0.9946874904632569,0.140625,0.703125,0.97375,0.998125,0.140625,0.703125,0.976875,0.99875,3.43125,3.0,7.0,3.405625,3.0,7.0,0.06875,-1.0,-0.0982903391122818,-0.07661704123020172,-0.06013236045837402,-0.03832003474235535,-0.02242600917816162,-0.00976976752281189,0.00479168593883515,3.586851093663869,0.0,0.0,0.0
all-MiniLM-L6-v2,raw,raw,none,1600,Cosine,0.140625,0.140625,0.0,1.0582576393336058,0.140625,0.703125,0.973125,0.998125,0.140625,0.703125,0.976875,0.99875,3.429375,3.0,7.0,3.405625,3.0,7.0,0.06875,-1.0,-0.07034861922264099,-0.054118818044662474,-0.040995162725448606,-0.025829315185546875,-0.01392662525177002,-0.005957216024398804,0.0030588269233703708,2.8101896417147016,0.0,0.0,0.0
all-MiniLM-L6-v2,raw,proj_128d,random,1600,L1,0.1275,0.13,-0.0025000000000000022,1.03799510512501,0.1275,0.60375,0.798125,0.89875,0.13,0.596875,0.796875,0.903125,10.643125,4.0,20.0,8.951875,4.0,19.0,0.0075,-1.0,-4.61345911026001e-05,-3.2076239585876463e-05,-2.6410818099975587e-05,-1.6689300537109375e-05,-8.821487426757812e-06,-3.203749656677246e-06,9.596347808837972e-07,3.1359817492241593,0.999987276828289,0.9999874234199524,0.9999899864196777
all-MiniLM-L6-v2,raw,proj_128d,random,1600,L2,0.000625,0.000625,0.0,0.0,0.000625,0.003125,0.00625,0.0125,0.000625,0.003125,0.00625,0.0125,797.69875,798.0,1430.3000000000004,799.5,799.5,1439.1000000000001,0.0075,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012337477629455274,0.999987276828289,0.9999874234199524,0.9999899864196777
all-MiniLM-L6-v2,raw,proj_128d,random,1600,Cosine,0.0025,0.0025,0.0,1.7099151920154692,0.0025,0.004375,0.009375,0.0125,0.0025,0.0075,0.0125,0.01875,1034.04,1147.5,1540.1000000000001,977.751875,1090.0,1534.0,0.0075,-1.0,-6.556510925292969e-07,-5.960464477539062e-07,-5.364418029785156e-07,-4.76837158203125e-07,-4.172325134277344e-07,-2.980232238769531e-07,-2.384185791015625e-07,3.039801744916351,0.999987276828289,0.9999874234199524,0.9999899864196777
all-MiniLM-L6-v2,raw,proj_128d,svd,1600,L1,0.140625,0.140625,0.0,0.9978806114941835,0.140625,0.703125,0.96875,0.9975,0.140625,0.703125,0.973125,0.999375,3.450625,3.0,7.0,3.410625,3.0,7.0,0.114375,-1.0,-0.9004868030548095,-0.6602227210998535,-0.554190731048584,-0.3839852809906006,-0.23334169387817383,-0.09201633930206299,0.04717636108398473,5.052763461629153,0.5681043529510498,0.5774670243263245,0.6201402097940445
all-MiniLM-L6-v2,raw,proj_128d,svd,1600,L2,0.140625,0.140625,0.0,0.9964140591025352,0.140625,0.7025,0.97375,0.999375,0.140625,0.7025,0.9775,1.0,3.41125,3.0,7.0,3.39,3.0,7.0,0.114375,-1.0,-0.11211598098278046,-0.08628930449485779,-0.06815137565135956,-0.044094160199165344,-0.026485294103622437,-0.011846549808979034,0.007135608792305007,3.5834992292041,0.5681043529510498,0.5774670243263245,0.6201402097940445
all-MiniLM-L6-v2,raw,proj_128d,svd,1600,Cosine,0.140625,0.140625,0.0,1.114471984617412,0.140625,0.703125,0.9725,0.999375,0.140625,0.703125,0.976875,1.0,3.411875,3.0,7.0,3.386875,3.0,7.0,0.114375,-1.0,-0.09689635455608368,-0.07569451332092285,-0.05979397892951965,-0.03736674785614014,-0.020239949226379395,-0.008302003145217896,0.005338490009307871,2.9172835450644947,0.5681043529510498,0.5774670243263245,0.6201402097940445
all-MiniLM-L6-v2,raw,proj_256d,random,1600,L1,0.135625,0.1375,-0.0018750000000000155,1.009949511550367,0.135625,0.648125,0.870625,0.95625,0.1375,0.639375,0.86,0.951875,5.778125,3.0,11.0,5.776875,3.0,12.0,0.115625,-1.0,-0.22423933506011962,-0.15596549808979035,-0.12868645787239075,-0.08539119362831116,-0.04407811164855957,-0.01590655744075775,0.007679963111877443,3.349957817675528,0.9185963103413581,0.9195021688938141,0.9337810754776001
all-MiniLM-L6-v2,raw,proj_256d,random,1600,L2,0.12125,0.12,0.0012500000000000011,1.0232109772413969,0.12125,0.555,0.744375,0.86125,0.12,0.546875,0.73125,0.8525,22.70125,4.0,28.0,13.263125,4.0,31.0,0.115625,-1.0,-0.04307434678077698,-0.02587483711540699,-0.020450778305530548,-0.012992369011044502,-0.006811346858739853,-0.002487311139702797,0.0005371242761611992,2.5558123450359926,0.9185963103413581,0.9195021688938141,0.9337810754776001
all-MiniLM-L6-v2,raw,proj_256d,random,1600,Cosine,0.12125,0.119375,0.0018750000000000017,1.0581836156547069,0.12125,0.556875,0.745625,0.86,0.119375,0.54,0.72875,0.84875,22.9025,4.0,29.0,13.7425,4.0,31.0,0.115625,-1.0,-2.2594332695007324e-05,-1.2043118476867676e-05,-8.940696716308594e-06,-5.185604095458984e-06,-2.5033950805664062e-06,-8.940696716308594e-07,2.384185791015625e-07,1.829847415419258,0.9185963103413581,0.9195021688938141,0.9337810754776001
all-MiniLM-L6-v2,raw,proj_256d,svd,1600,L1,0.140625,0.140625,0.0,0.9978609453141689,0.140625,0.7025,0.966875,0.995625,0.140625,0.7025,0.973125,0.9975,3.5475,3.0,7.0,3.474375,3.0,7.0,0.048125,-1.0,-1.05741774559021,-0.7288532495498657,-0.6008038997650147,-0.4171644449234009,-0.24650335311889648,-0.09655916690826416,0.05174798965454111,4.6557226226851585,0.50327258695364,0.5166813433170319,0.5678486883640289
all-MiniLM-L6-v2,raw,proj_256d,svd,1600,L2,0.140625,0.140625,0.0,0.9951503693312407,0.140625,0.703125,0.97375,0.99875,0.140625,0.703125,0.976875,0.99875,3.429375,3.0,7.0,3.405625,3.0,7.0,0.048125,-1.0,-0.10078903675079345,-0.07833038866519929,-0.06141442656517029,-0.03915877640247345,-0.022910863161087036,-0.010001316666603088,0.005354577302932756,3.588122580167438,0.50327258695364,0.5166813433170319,0.5678486883640289
all-MiniLM-L6-v2,raw,proj_256d,svd,1600,Cosine,0.140625,0.140625,0.0,1.0820908810943366,0.140625,0.703125,0.973125,0.99875,0.140625,0.703125,0.9775,1.0,3.4225,3.0,7.0,3.39625,3.0,7.0,0.048125,-1.0,-0.09467860043048859,-0.07314218878746033,-0.05767664909362793,-0.036572203040122986,-0.01877671480178833,-0.008085817098617554,0.004405057430267369,2.9307251145449627,0.50327258695364,0.5166813433170319,0.5678486883640289
all-MiniLM-L6-v2,l2_normalized,raw,none,1600,L1,0.140625,0.140625,0.0,0.9924819645285606,0.140625,0.701875,0.971875,0.998125,0.140625,0.703125,0.975,1.0,3.4425,3.0,7.0,3.41,3.0,7.0,0.06875,-1.0,-1.730662727355957,-1.4072107791900634,-1.1322482109069825,-0.7020912170410156,-0.38951778411865234,-0.17519378662109375,0.1077424049377444,3.5923814880838747,0.0,0.0,0.0
all-MiniLM-L6-v2,l2_normalized,raw,none,1600,L2,0.140625,0.140625,0.0,0.9946874999254942,0.140625,0.703125,0.97375,0.998125,0.140625,0.703125,0.976875,0.99875,3.43125,3.0,7.0,3.405625,3.0,7.0,0.06875,-1.0,-0.09829051613807678,-0.07661703824996949,-0.06013246774673462,-0.03832003474235535,-0.022426068782806396,-0.009769603610038757,0.0047919064760208185,3.586851108075236,0.0,0.0,0.0
all-MiniLM-L6-v2,l2_normalized,raw,none,1600,Cosine,0.140625,0.140625,0.0,1.0582576326280833,0.140625,0.703125,0.973125,0.998125,0.140625,0.703125,0.976875,0.99875,3.429375,3.0,7.0,3.405625,3.0,7.0,0.06875,-1.0,-0.07034861862659454,-0.05411887764930725,-0.04099511504173279,-0.02582930028438568,-0.013926535844802856,-0.005957156419754028,0.0030588269233703708,2.8101896389333367,0.0,0.0,0.0
all-MiniLM-L6-v2,l2_normalized,proj_128d,random,1600,L1,0.1275,0.13,-0.0025000000000000022,1.0379950560256839,0.1275,0.60375,0.798125,0.89875,0.13,0.596875,0.796875,0.903125,10.643125,4.0,20.0,8.951875,4.0,19.0,0.00875,-1.0,-4.61345911026001e-05,-3.2076239585876463e-05,-2.6410818099975587e-05,-1.6689300537109375e-05,-8.821487426757812e-06,-3.203749656677246e-06,9.596347808837972e-07,3.135978534323803,0.9999872768163681,0.9999874234199524,0.9999899864196777
all-MiniLM-L6-v2,l2_normalized,proj_128d,random,1600,L2,0.000625,0.000625,0.0,0.0,0.000625,0.003125,0.00625,0.0125,0.000625,0.003125,0.00625,0.0125,797.69875,798.0,1430.3000000000004,799.5,799.5,1439.1000000000001,0.00875,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012337490541405786,0.9999872768163681,0.9999874234199524,0.9999899864196777
all-MiniLM-L6-v2,l2_normalized,proj_128d,random,1600,Cosine,0.0025,0.0025,0.0,1.7099151920154692,0.0025,0.004375,0.009375,0.0125,0.0025,0.0075,0.0125,0.01875,1034.044375,1147.5,1540.1000000000001,977.751875,1090.0,1534.0,0.00875,-1.0,-6.556510925292969e-07,-5.960464477539062e-07,-5.364418029785156e-07,-4.76837158203125e-07,-4.172325134277344e-07,-2.980232238769531e-07,-2.384185791015625e-07,3.0397977805344554,0.9999872768163681,0.9999874234199524,0.9999899864196777
all-MiniLM-L6-v2,l2_normalized,proj_128d,svd,1600,L1,0.140625,0.140625,0.0,0.9979073272645473,0.140625,0.703125,0.96875,0.9975,0.140625,0.703125,0.973125,0.999375,3.45125,3.0,7.0,3.410625,3.0,7.0,0.114375,-1.0,-0.9006835222244263,-0.6601390838623047,-0.5542646884918213,-0.38390517234802246,-0.23356223106384277,-0.09196972846984863,0.047268176078796735,5.052634799299008,0.568105662727356,0.5774473249912262,0.6201234072446823
all-MiniLM-L6-v2,l2_normalized,proj_128d,svd,1600,L2,0.140625,0.140625,0.0,0.9964141549915075,0.140625,0.7025,0.97375,0.999375,0.140625,0.7025,0.9775,1.0,3.41125,3.0,7.0,3.39,3.0,7.0,0.114375,-1.0,-0.11211538076400757,-0.08629015386104584,-0.06815053820610047,-0.044093936681747437,-0.02648410201072693,-0.011845976114273071,0.007135522365570083,3.5834991059576238,0.568105662727356,0.5774473249912262,0.6201234072446823
all-MiniLM-L6-v2,l2_normalized,proj_128d,svd,1600,Cosine,0.140625,0.140625,0.0,1.114472800642252,0.140625,0.703125,0.9725,0.999375,0.140625,0.703125,0.976875,1.0,3.411875,3.0,7.0,3.386875,3.0,7.0,0.114375,-1.0,-0.09689818620681763,-0.07569662630558013,-0.059790676832199095,-0.037364259362220764,-0.020239949226379395,-0.008301913738250732,0.00533868670463563,2.9172835218207664,0.568105662727356,0.5774473249912262,0.6201234072446823
all-MiniLM-L6-v2,l2_normalized,proj_256d,random,1600,L1,0.135625,0.1375,-0.0018750000000000155,1.0099495310708881,0.135625,0.648125,0.870625,0.95625,0.1375,0.639375,0.86,0.951875,5.778125,3.0,11.0,5.776875,3.0,12.0,0.115625,-1.0,-0.22423909604549408,-0.15596533417701722,-0.1286866545677185,-0.08539123833179474,-0.04407811164855957,-0.01590612530708313,0.007679623365402223,3.3499576817357855,0.9185963454723358,0.9195022284984589,0.9337810784578323
all-MiniLM-L6-v2,l2_normalized,proj_256d,random,1600,L2,0.12125,0.12,0.0012500000000000011,1.0232371177524329,0.12125,0.555,0.745,0.861875,0.12,0.546875,0.731875,0.851875,22.709375,4.0,28.0,13.266875,4.0,31.0,0.115625,-1.0,-0.043124872893095016,-0.02587483711540699,-0.0204094797372818,-0.012994319200515747,-0.00679362565279007,-0.002487311139702797,0.0005327239632606507,2.5558997783860207,0.9185963454723358,0.9195022284984589,0.9337810784578323
all-MiniLM-L6-v2,l2_normalized,proj_256d,random,1600,Cosine,0.120625,0.12,0.0006250000000000006,1.0582216913998126,0.120625,0.5575,0.745625,0.86,0.12,0.540625,0.73,0.848125,22.909375,4.0,29.0,13.7425,4.0,31.0,0.115625,-1.0,-2.2594332695007324e-05,-1.2043118476867676e-05,-8.940696716308594e-06,-5.185604095458984e-06,-2.5033950805664062e-06,-8.940696716308594e-07,2.384185791015625e-07,1.8298233864651516,0.9185963454723358,0.9195022284984589,0.9337810784578323
all-MiniLM-L6-v2,l2_normalized,proj_256d,svd,1600,L1,0.140625,0.140625,0.0,0.9978785803541541,0.140625,0.7025,0.966875,0.995625,0.140625,0.7025,0.973125,0.9975,3.5475,3.0,7.0,3.474375,3.0,7.0,0.048125,-1.0,-1.057701873779297,-0.7288542985916138,-0.6002099514007568,-0.4174048900604248,-0.24661970138549805,-0.09672772884368896,0.05123891830444337,4.655597353360162,0.5032740151286125,0.5166602730751038,0.5678052335977555
all-MiniLM-L6-v2,l2_normalized,proj_256d,svd,1600,L2,0.140625,0.140625,0.0,0.9951507019624114,0.140625,0.703125,0.97375,0.99875,0.140625,0.703125,0.976875,0.99875,3.429375,3.0,7.0,3.405625,3.0,7.0,0.048125,-1.0,-0.10078988075256348,-0.07832986414432526,-0.06141529083251953,-0.039159923791885376,-0.022910505533218384,-0.010001599788665771,0.005354833602905291,3.588122136519293,0.5032740151286125,0.5166602730751038,0.5678052335977555
all-MiniLM-L6-v2,l2_normalized,proj_256d,svd,1600,Cosine,0.140625,0.140625,0.0,1.0820915519073606,0.140625,0.703125,0.973125,0.99875,0.140625,0.703125,0.9775,1.0,3.4225,3.0,7.0,3.39625,3.0,7.0,0.048125,-1.0,-0.09467860341072082,-0.07314396798610687,-0.05767956972122192,-0.036572784185409546,-0.018776684999465942,-0.00808514654636383,0.004405355453491246,2.930724985424719,0.5032740151286125,0.5166602730751038,0.5678052335977555
e5-base-v2,raw,raw,none,1600,L1,0.140625,0.14,0.0006249999999999867,1.0465079326927662,0.140625,0.700625,0.9625,0.995,0.14,0.699375,0.96125,0.995,3.595625,3.0,7.0,3.61,3.0,7.0,0.138125,-1.0,-0.9503182220458984,-0.7298058032989502,-0.6038000106811523,-0.4044015407562256,-0.24603796005249023,-0.09942054748535156,0.04894313812255861,3.3835128902272418,0.0,0.0,0.0
e5-base-v2,raw,raw,none,1600,L2,0.140625,0.140625,0.0,1.0445763041824103,0.140625,0.7025,0.96875,0.996875,0.140625,0.701875,0.968125,0.995625,3.4825,3.0,7.0,3.550625,3.0,7.0,0.138125,-1.0,-0.03892910748720169,-0.03000980019569397,-0.024601572751998903,-0.017311550676822662,-0.009909823536872864,-0.0033968687057495117,0.0016472935676574768,3.4007363858929085,0.0,0.0,0.0
e5-base-v2,raw,raw,none,1600,Cosine,0.140625,0.140625,0.0,1.1187766426056625,0.140625,0.7025,0.9675,0.996875,0.140625,0.701875,0.968125,0.995625,3.49,3.0,7.0,3.550625,3.0,7.0,0.138125,-1.0,-0.021658685803413392,-0.016796064376831055,-0.013862955570220947,-0.009406909346580505,-0.005437731742858887,-0.001858726143836975,0.0009310960769653321,2.6291849865258663,0.0,0.0,0.0
e5-base-v2,raw,proj_128d,random,1600,L1,0.000625,0.000625,0.0,0.0,0.000625,0.003125,0.00625,0.0125,0.000625,0.003125,0.00625,0.0125,799.5,799.5,1439.1000000000001,799.5,799.5,1439.1000000000001,0.000625,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
e5-base-v2,raw,proj_128d,random,1600,L2,0.000625,0.000625,0.0,0.0,0.000625,0.003125,0.00625,0.0125,0.000625,0.003125,0.00625,0.0125,799.5,799.5,1439.1000000000001,799.5,799.5,1439.1000000000001,0.000625,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
e5-base-v2,raw,proj_128d,random,1600,Cosine,0.000625,0.000625,0.0,0.8563314080238342,0.000625,0.003125,0.00625,0.0125,0.000625,0.003125,0.00625,0.0125,799.5,799.5,1439.1000000000001,799.5,799.5,1439.1000000000001,0.000625,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
e5-base-v2,raw,proj_128d,svd,1600,L1,0.140625,0.140625,0.0,1.0579206302016972,0.140625,0.7025,0.965,0.9975,0.140625,0.7025,0.96375,0.99625,3.491875,3.0,7.0,3.583125,3.0,7.0,0.14,-1.0,-0.4680821442604065,-0.3550663709640503,-0.3140349626541138,-0.2267945408821106,-0.13653934001922607,-0.05840587615966797,0.030421471595764377,4.972806660343953,0.6890348159909249,0.6953752636909485,0.7268461346626282
e5-base-v2,raw,proj_128d,svd,1600,L2,0.140625,0.140625,0.0,1.0745699340105057,0.140625,0.70125,0.968125,0.998125,0.140625,0.703125,0.969375,0.9975,3.491875,3.0,7.0,3.4925,3.0,7.0,0.14,-1.0,-0.0476193904876709,-0.036931397020816804,-0.031132036447525022,-0.02148853987455368,-0.012360960245132446,-0.00420689582824707,0.002126750349998481,3.407686781720199,0.6890348159909249,0.6953752636909485,0.7268461346626282
e5-base-v2,raw,proj_128d,svd,1600,Cosine,0.140625,0.140625,0.0,1.2590109279751778,0.140625,0.7025,0.97375,0.99875,0.140625,0.703125,0.969375,0.996875,3.430625,3.0,7.0,3.5225,3.0,7.0,0.14,-1.0,-0.09457110285758973,-0.07139711380004883,-0.05813255310058594,-0.041139811277389526,-0.022869348526000977,-0.008114442229270935,0.004170304536819459,2.797951659524385,0.6890348159909249,0.6953752636909485,0.7268461346626282
e5-base-v2,raw,proj_256d,random,1600,L1,0.000625,0.000625,0.0,2.1959711951203644,0.000625,0.0025,0.005,0.010625,0.000625,0.0075,0.014375,0.0275,774.25,775.0,1389.2000000000003,679.600625,617.0,1388.1000000000001,0.000625,-1.0,-1.1920928955078125e-07,-1.1920928955078125e-07,-1.1920928955078125e-07,-5.960464477539063e-08,-5.960464477539063e-08,0.0,0.0,-0.41568497272987825,0.9999999999880791,1.0,1.0
e5-base-v2,raw,proj_256d,random,1600,L2,0.000625,0.000625,0.0,0.0,0.000625,0.003125,0.00625,0.0125,0.000625,0.003125,0.00625,0.0125,799.5,799.5,1439.1000000000001,799.5,799.5,1439.1000000000001,0.000625,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.45252223060244,0.9999999999880791,1.0,1.0
e5-base-v2,raw,proj_256d,random,1600,Cosine,0.000625,0.000625,0.0,0.0,0.000625,0.003125,0.00625,0.0125,0.000625,0.003125,0.00625,0.0125,799.5,799.5,1439.1000000000001,799.5,799.5,1439.1000000000001,0.000625,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999880791,1.0,1.0
e5-base-v2,raw,proj_256d,svd,1600,L1,0.140625,0.140625,0.0,1.0329621604830026,0.140625,0.700625,0.96375,0.995,0.140625,0.699375,0.956875,0.993125,3.5525,3.0,7.0,3.7225,3.0,7.0,0.13875,-1.0,-0.5142641544342041,-0.3756364345550537,-0.3254386425018311,-0.23847508430480957,-0.15117907524108887,-0.06510448455810547,0.037297248840332066,4.303115897604728,0.6418292044401169,0.6499539315700531,0.6917189806699753
e5-base-v2,raw,proj_256d,svd,1600,L2,0.140625,0.140625,0.0,1.0576553628966212,0.140625,0.7025,0.969375,0.996875,0.140625,0.701875,0.968125,0.995625,3.484375,3.0,7.0,3.5425,3.0,7.0,0.13875,-1.0,-0.04348011672496796,-0.03365179598331451,-0.027494901418685914,-0.019558794796466827,-0.01122044026851654,-0.003779187798500061,0.0017361342906952004,3.4075868961691342,0.6418292044401169,0.6499539315700531,0.6917189806699753
e5-base-v2,raw,proj_256d,svd,1600,Cosine,0.140625,0.140625,0.0,1.207215122357011,0.140625,0.703125,0.973125,0.998125,0.140625,0.701875,0.9675,0.995625,3.434375,3.0,7.0,3.561875,3.0,7.0,0.13875,-1.0,-0.08966769576072693,-0.06564002633094787,-0.05334153771400452,-0.038467466831207275,-0.021686553955078125,-0.007738366723060608,0.004050630331039433,2.808227174562144,0.6418292044401169,0.6499539315700531,0.6917189806699753
e5-base-v2,l2_normalized,raw,none,1600,L1,0.140625,0.14,0.0006249999999999867,1.046507930532098,0.140625,0.700625,0.9625,0.995,0.14,0.699375,0.96125,0.995,3.595625,3.0,7.0,3.61,3.0,7.0,0.138125,-1.0,-0.9503191566467285,-0.7298058032989502,-0.6038008689880371,-0.4044015407562256,-0.24603748321533203,-0.09942054748535156,0.04894313812255861,3.3835128892296846,0.0,0.0,0.0
e5-base-v2,l2_normalized,raw,none,1600,L2,0.140625,0.140625,0.0,1.0445763207226992,0.140625,0.7025,0.96875,0.996875,0.140625,0.701875,0.968125,0.995625,3.4825,3.0,7.0,3.550625,3.0,7.0,0.138125,-1.0,-0.03892898827791214,-0.03000980019569397,-0.02460147738456726,-0.017311863601207733,-0.00991000235080719,-0.0033969134092330933,0.0016472518444061342,3.4007364201560475,0.0,0.0,0.0
e5-base-v2,l2_normalized,raw,none,1600,Cosine,0.140625,0.140625,0.0,1.118776620067656,0.140625,0.7025,0.9675,0.996875,0.140625,0.701875,0.968125,0.995625,3.49,3.0,7.0,3.550625,3.0,7.0,0.138125,-1.0,-0.021658803224563598,-0.016796121001243593,-0.013862901926040649,-0.00940684974193573,-0.005437701940536499,-0.0018587708473205566,0.0009310424327850342,2.62918492965478,0.0,0.0,0.0
e5-base-v2,l2_normalized,proj_128d,random,1600,L1,0.000625,0.000625,0.0,0.0,0.000625,0.003125,0.00625,0.0125,0.000625,0.003125,0.00625,0.0125,799.5,799.5,1439.1000000000001,799.5,799.5,1439.1000000000001,0.000625,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
e5-base-v2,l2_normalized,proj_128d,random,1600,L2,0.000625,0.000625,0.0,0.0,0.000625,0.003125,0.00625,0.0125,0.000625,0.003125,0.00625,0.0125,799.5,799.5,1439.1000000000001,799.5,799.5,1439.1000000000001,0.000625,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
e5-base-v2,l2_normalized,proj_128d,random,1600,Cosine,0.000625,0.000625,0.0,0.8563314080238342,0.000625,0.003125,0.00625,0.0125,0.000625,0.003125,0.00625,0.0125,799.5,799.5,1439.1000000000001,799.5,799.5,1439.1000000000001,0.000625,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
e5-base-v2,l2_normalized,proj_128d,svd,1600,L1,0.140625,0.140625,0.0,1.0580276023596524,0.140625,0.7025,0.965,0.9975,0.140625,0.7025,0.96375,0.99625,3.491875,3.0,7.0,3.583125,3.0,7.0,0.14,-1.0,-0.4675676488876343,-0.35483560562133787,-0.313947868347168,-0.22688204050064087,-0.13662242889404297,-0.0582737922668457,0.030689978599548497,4.972832798195667,0.6890341317415237,0.695393979549408,0.7268744289875031
e5-base-v2,l2_normalized,proj_128d,svd,1600,L2,0.140625,0.140625,0.0,1.0745685840025545,0.140625,0.70125,0.968125,0.998125,0.140625,0.703125,0.969375,0.9975,3.491875,3.0,7.0,3.4925,3.0,7.0,0.14,-1.0,-0.0476197612285614,-0.036932763457298276,-0.03113303482532501,-0.021488524973392487,-0.012360230088233948,-0.004207402467727661,0.0021273136138916086,3.4075010858946517,0.6890341317415237,0.695393979549408,0.7268744289875031
e5-base-v2,l2_normalized,proj_128d,svd,1600,Cosine,0.140625,0.140625,0.0,1.2590088187903166,0.140625,0.7025,0.97375,0.99875,0.140625,0.703125,0.969375,0.996875,3.430625,3.0,7.0,3.5225,3.0,7.0,0.14,-1.0,-0.09456873953342437,-0.07139751315116882,-0.05812774896621704,-0.04114186763763428,-0.02286970615386963,-0.008114591240882874,0.004170227050781251,2.797862856140976,0.6890341317415237,0.695393979549408,0.7268744289875031
e5-base-v2,l2_normalized,proj_256d,random,1600,L1,0.000625,0.000625,0.0,2.1959711951203644,0.000625,0.0025,0.005,0.010625,0.000625,0.0075,0.014375,0.0275,774.25,775.0,1389.2000000000003,679.600625,617.0,1388.1000000000001,0.000625,-1.0,-1.1920928955078125e-07,-1.1920928955078125e-07,-1.1920928955078125e-07,-5.960464477539063e-08,-5.960464477539063e-08,0.0,0.0,-0.41568497272987825,0.9999999999880791,1.0,1.0
