N,mode,projection_type,W,recall_at_1,recall_at_5,recall_at_10,mean_rank,mean_margin,p5_margin,mean_gap_ratio,mean_top1_dist,mean_top2_dist,mean_decision_gap,neighbor_recall_at_10,distortion_rate
1600,generalization,learned,64,0.84,0.98625,0.9975,1.335,0.32511990919709205,-0.20318990945816037,1.1679816971626344,2.233988943397999,2.5591088525950907,0.36863371878862383,0.6629999999999999,0.05572444945573807
1600,generalization,random,128,0.8225000000000001,0.9866666666666667,0.9975,0.0,0.3470362875858943,-0.18634891510009766,0.0,0.0,0.0,0.3884777008493741,0.7625000000000001,0.0028649051673710346
1600,generalization,svd,128,0.94125,1.0,1.0,1.06875,0.6636923280358314,-0.0036858081817626926,1.1537697493966235,4.608236127197743,5.271928455233574,0.6720694169402123,0.8315,0.01048276387155056
1600,generalization,learned,128,0.86,0.98875,0.99625,1.29125,0.670660656094551,-0.29930448532104487,1.1681722147655922,4.541038306951523,5.211698963046074,0.744316543340683,0.6832499999999999,0.055013760924339294
1600,generalization,random,256,0.9020833333333332,0.9975,0.9991666666666666,0.0,0.7945958056052526,-0.14831025600433348,0.0,0.0,0.0,0.8306034117937088,0.8141666666666666,0.0019857775575170913
1600,generalization,svd,256,0.93875,1.0,1.0,1.07875,0.8001673591136932,-0.031224012374877923,1.1105618076102923,7.633887290358543,8.434054649472237,0.8133377873897553,0.7967500000000001,0.008758540265262127
1600,generalization,learned,256,0.8725,0.99625,0.99875,1.22375,1.4951667165756226,-0.3654624462127685,1.1835929661253437,9.070291422605514,10.565458139181137,1.601389273405075,0.712375,0.05467129871249199
3200,capacity,identity,384,0.925625,0.9975,0.9996875,1.105625,1.1643599170446395,-0.06943697929382323,1.1264666917318573,9.933879151046277,11.098239068090916,1.1865514481067658,1.0,0.0
3200,capacity,random,32,0.42812500000000003,0.6998958333333333,0.8009375,0.0,-0.012488063542793193,-0.17396136422952016,0.0,0.0,0.0,0.05068844163790345,0.49410416666666673,0.004176809995745619
3200,capacity,svd,32,0.629375,0.8728125,0.93125,3.403125,0.06636100895702839,-0.182271546125412,1.0557415798143004,1.591460589207709,1.6578215981647373,0.11805564388632775,0.53659375,0.054774943739175797
3200,capacity,learned,32,0.5790625,0.8571875,0.92125,4.4521875,0.032006720453500746,-0.40486097633838647,1.0586840190448945,1.0815862227044999,1.1135929431580007,0.1325346171297133,0.46671875,0.06792186200618744
3200,capacity,random,64,0.6727083333333334,0.916875,0.9641666666666667,0.0,0.09398996341973542,-0.15880895058314007,0.0,0.0,0.0,0.1398059538876017,0.6266979166666666,0.003485518740490079
3200,capacity,svd,64,0.8771875,0.998125,1.0,1.1753125,0.382396121583879,-0.07966046333312987,1.1595792938916192,2.61580035161227,2.998196473196149,0.4010224173590541,0.6836874999999999,0.03316573426127434
